id,type,title,director,cast,genres,overview,vote_average,vote_count
s1162,Movie,Cabin Fever,Travis Zariwny,"['Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman']","['Horror Movies, Thrillers']","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",4.4,111
s1195,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","['Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose, Peter Facinelli, Seth Green, Michelle Brookhurst, Alexander Martin, Erik Palladino, Channon Roe, Sean Patrick Thomas']","['Comedies, Romantic Movies']","At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock.",6.1,122
s1209,TV Show,Captive,,[nan],"['Crime TV Shows, Docuseries']","This documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",5.6,92
s1218,Movie,Cargo,Arati Kadav,"['Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma, Biswapati Sarkar, Ritwik Bhaumik, Prabal Panjabi, Hansal Mehta']","['Comedies, Dramas, Independent Movies']","Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",5.9,140
s1227,Movie,Carrie,Brian De Palma,"['Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North']","['Classic Movies, Cult Movies, Horror Movies']","An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",5.8,1463
s1229,Movie,Carriers,"Àlex Pastor, David Pastor","['Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses']","['Horror Movies, Sci-Fi & Fantasy, Thrillers']","As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",5.8,282
s1233,Movie,Case 39,Christian Alvart,"[""Renée Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper, Callum Keith Rennie, Adrian Lester, Kerry O'Malley, Cynthia Stevenson, Alexander Conti, Philip Cabrita""]","['Horror Movies, Thrillers']",A naïve social worker brings a 10-year-old child into her home to rescue the girl from abusive parents – only to learn that she isn't what she seems.,6.1,563
s1235,Movie,Casino Royale,Martin Campbell,"['Daniel Craig, Judi Dench, Eva Green, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini']",['Action & Adventure'],"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",7.3,3855
s1242,Movie,Cat on a Hot Tin Roof,Richard Brooks,"['Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson, Judith Anderson, Madeleine Sherwood, Larry Gates, Vaughn Taylor']","['Classic Movies, Dramas']","Members of a Southern clan scramble to curry favor with a dying, wealthy patriarch in this adaptation of Tennessee Williams's sizzling stage drama.",7.6,165
s1243,Movie,Catch Me If You Can,Steven Spielberg,"['Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin']",['Dramas'],"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",7.7,3795
s1257,Movie,Center Stage,Nicholas Hytner,"['Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik']",['Dramas'],"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",6.8,90
s1277,Movie,Chappie,Neill Blomkamp,"['Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede']","['Action & Adventure, Sci-Fi & Fantasy']","In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",6.6,3062
s1280,Movie,Charlie and the Chocolate Factory,Tim Burton,"['Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz']","['Children & Family Movies, Comedies']",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,6.7,3624
s1281,Movie,Charlie's Angels,McG,"['Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson']","['Action & Adventure, Comedies']","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series.",5.6,1232
s1282,Movie,Charlie's Angels: Full Throttle,McG,"['Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese']","['Action & Adventure, Comedies']","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",5.2,914
s1284,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","['Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden']","['Children & Family Movies, Classic Movies']","Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",5.8,288
s1289,Movie,Chasing Amy,Kevin Smith,"['Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith']","['Comedies, Cult Movies, Dramas']","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",6.7,433
s1313,Movie,Chernobyl Diaries,Bradley Parker,"['Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff']","['Horror Movies, Thrillers']","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...",4.9,483
s1326,Movie,Chicken Little,Mark Dindal,"[""Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn""]","['Children & Family Movies, Comedies']",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,5.6,944
s1332,Movie,Child's Play,Tom Holland,"['Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder']","['Cult Movies, Horror Movies']","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",6.3,581
s1346,Movie,Chloe,Atom Egoyan,"['Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani']","['Independent Movies, Thrillers']","Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",5.9,498
s1373,Movie,Christmas with the Kranks,Joe Roth,"['Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan']","['Children & Family Movies, Comedies']",When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,5.2,193
s1395,Movie,Circle,"Aaron Hann, Mario Miscione","['Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy']","['Dramas, Independent Movies, Sci-Fi & Fantasy']","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",6.0,333
s1397,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"['John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal']","['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']","When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",5.5,348
s1401,Movie,City of God,"Fernando Meirelles, Katia Lund","['Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga']","['Dramas, Independent Movies, International Movies']","Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",8.1,1814
s1409,Movie,Clash of the Titans,Louis Leterrier,"['Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans']","['Action & Adventure, Sci-Fi & Fantasy']","If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.",5.6,2233
s1417,Movie,Click,Frank Coraci,"['Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge']","['Comedies, Sci-Fi & Fantasy']",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,6.0,2104
s1425,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","[""Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun""]","['Action & Adventure, Cult Movies, Dramas']","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",6.6,2977
s1427,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","[""Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker""]","['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",6.5,1747
s1428,Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn","['Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt, Neil Patrick Harris, Terry Crews, Kristen Schaal']","['Children & Family Movies, Comedies']","Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches.",6.4,915
s1429,Movie,Cloverfield,Matt Reeves,"['Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman']","['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,6.4,2251
s1439,Movie,Coach Carter,Thomas Carter,"[""Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan""]","['Dramas, Sports Movies']",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,7.3,496
s1450,Movie,Code Name: The Cleaner,Les Mayfield,"['Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton']","['Action & Adventure, Comedies']",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,4.7,78
s1463,TV Show,Collateral,,"['Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd']","['British TV Shows, Crime TV Shows, International TV Shows']","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",7.0,1451
s1482,Movie,Concussion,Stacie Passon,"['Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney']","['Dramas, Independent Movies, LGBTQ Movies']","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",7.0,823
s1489,TV Show,Containment,,"['David Gyasi, Christina Marie Moses, Chris Wood, Kristen Gutoskie, Claudia Black, George Young, Hanna Mangan Lawrence, Trevor St. John']","['TV Dramas, TV Thrillers']","When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",5.1,36
s1503,Movie,Coraline,Henry Selick,"['Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane']",['Children & Family Movies'],Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.,7.3,1386
s1518,Movie,Crash,Paul Haggis,"['Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña']","['Dramas, Independent Movies']","In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.",7.2,1149
s1547,Movie,"Crouching Tiger, Hidden Dragon",Ang Lee,"['Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang']","['Action & Adventure, International Movies, Romantic Movies']",A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lee's Oscar-winning martial arts epic.,7.2,927
s1556,TV Show,Cursed,,"['Katherine Langford, Devon Terrell, Gustaf Skarsgård, Daniel Sharman, Sebastian Armesto, Lily Newmark, Shalom Brune-Franklin, Matt Stokoe, Bella Dayne, Peter Mullan, Emily Coates']","['TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy']","Armed with mysterious powers and a legendary sword, young rebel Nimue joins forces with charming mercenary Arthur on a mission to save her people.",5.1,167
s1566,TV Show,Déjà Vu,,"['Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen']","['International TV Shows, Romantic TV Shows, TV Dramas']","After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price.",8.0,1
s1579,Movie,Daddy Day Care,Steve Carr,"['Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri']","['Children & Family Movies, Comedies']","When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.",5.6,506
